id,viewCount,likeCount,commentCount,concertType,artist,concertNumber,age,accessDate,durationSeconds,durationMinutes,caption,artistFollower,month,year,season
ewLgmWXQsqU,552666,5267,405,N,Drive-By Truckers,1,3139,2025-07-21,982,16.37,false,32900,11,2016,autumn
Xdv9whWY-ZY,232871,5756,397,H,Dry Cleaning,1,1431,2025-07-21,976,16.27,false,22000,7,2021,summer
F4neLJQC1_E,139213727,1033450,23739,H,Dua Lipa,1,1645,2025-07-21,958,15.97,false,24300000,12,2020,winter
y38qQRg3UDI,12627112,234091,7219,N,Dua Lipa,2,224,2025-07-21,1106,18.43,false,24300000,10,2024,autumn
8Lh1IWgUvpU,662610,13076,307,N,Dublin Guitar Quartet,1,3833,2025-07-21,735,12.25,false,3040,12,2014,winter
klL7nY1HzaY,2484742,96095,9903,N,Durand Bernarr,1,798,2025-07-21,1347,22.45,false,229000,3,2023,spring
_Q8N8a7-Qwk,195812,5798,287,N,Durand Jones,1,203,2025-07-21,1346,22.43,false,3100,11,2024,autumn
59eBs8iiLU0,594361,39431,4643,N,E-40,1,4,2025-07-21,1612,26.87,false,1530000,6,2025,summer
C5EjS_ZEE_I,261718,2806,118,N,EL VY,1,3416,2025-07-21,747,12.45,false,10600,1,2016,winter
4MsoqUv5gv4,14284962,158466,4311,H,Ed Sheeran,1,1319,2025-07-21,1357,22.62,false,5.8e+07,10,2021,autumn
oUGukMLPQJs,151039,3268,158,N,Eddie Palmieri,1,3206,2025-07-21,911,15.18,false,37500,8,2016,summer
0SNhAKyXtC8,484393,11700,602,N,Edmar Castaneda,1,5565,2025-07-21,928,15.47,false,2670,3,2010,spring
XWIvfE01J0k,8520074,79246,4519,N,Edward Sharpe And The Magnetic Zeroes,1,5695,2025-07-21,885,14.75,false,121000,11,2009,autumn
S77KlsGlbCI,31729,1330,37,H,Edwin Perez,1,1594,2025-07-21,1145,19.08,false,22300,1,2021,winter
YX6vj6ni9ic,111878,2815,68,N,Eef Barzelay of Clem Snide,1,5351,2025-07-21,1076,17.93,false,2870,10,2010,autumn
Gbjo5-lxzIs,112908,2307,70,N,Efterklang,1,4441,2025-07-21,837,13.95,false,14400,4,2013,spring
M9UMzNFJxhY,2324379,88181,9236,H,El DeBarge,1,1218,2025-07-21,950,15.83,false,52000,2,2022,winter
s9xYNeiSofM,2047088,59472,1596,N,Eladio Carrión,1,243,2025-07-21,1242,20.7,true,5090000,10,2024,autumn
PxKHo8kiBG4,487543,14359,700,N,Eliane Elias,1,910,2025-07-21,1100,18.33,false,32800,12,2022,winter
PDdudDaWdqY,223998,3346,244,N,Eliot Fisk & Paco Peña,1,4008,2025-07-21,1185,19.75,false,9500,6,2014,summer
8XdGbFeuQHY,133588,2440,151,N,Elisapie,1,1927,2025-07-21,1043,17.38,false,14700,2,2020,winter
OZHSCZRs1LI,24545,563,26,H,Elisapie,2,1594,2025-07-21,990,16.5,false,14900,1,2021,winter
mV5U5gWJSU4,1007991,37804,2116,N,Elmiene,1,207,2025-07-21,1227,20.45,false,83500,11,2024,autumn
fJNSgPqQ1yw,198273,3402,142,H,Eme Alfonso,1,1346,2025-07-21,856,14.27,true,3060,9,2021,autumn
nJnEN7RlR0Q,44110,1105,63,H,Emel,1,1601,2025-07-21,626,10.43,false,489000,1,2021,winter
MQjo5pxpC88,214224,7527,217,N,Emerson String Quartet,1,578,2025-07-21,1419,23.65,false,1130,11,2023,autumn
3rHD1_kUC5E,49804,627,29,N,Endangered Blood,1,4768,2025-07-21,731,12.18,false,40,5,2012,spring
KD3vTmbIZdU,833131,26964,818,N,Endea Owens and The Cookout,1,1012,2025-07-21,1210,20.17,false,1,8,2022,summer
jd99SAKuun8,161675,4260,164,N,Ensemble Signal Plays Jonny Greenwood,1,2209,2025-07-21,1322,22.03,false,357,5,2019,spring
fRAC14k_-_4,231460,6610,220,N,Erin Rae,1,2149,2025-07-21,844,14.07,false,1910,7,2019,summer
CsbWsKvyQTU,796439,14416,501,N,Ernest Ranglin,1,3945,2025-07-21,965,16.08,false,4490,8,2014,summer
4cfmEgpOOZk,21485646,390798,16036,N,Erykah Badu,1,2480,2025-07-21,908,15.13,false,996000,8,2018,summer
Xmal7_hGOz0,187839,2647,131,N,Eskimeaux,1,3570,2025-07-21,613,10.22,false,1,8,2015,summer
j-Oc7NQqEjI,87651,1314,113,N,Eskmo,1,3682,2025-07-21,761,12.68,false,1,5,2015,spring
0MYcKEi8zZs,716253,10454,401,N,Esmé Patterson,1,3031,2025-07-21,699,11.65,false,5250,2,2017,winter
sBZa7-2bG2I,2047605,34511,918,N,Esperanza Spalding,1,5351,2025-07-21,1021,17.02,false,107000,10,2010,autumn
D3XZg82Z52A,101147,990,94,N,Essential Voices USA,1,1071,2025-07-21,1050,17.5,false,67,7,2022,summer
EwnrkPo4eRQ,98255,824,60,N,Exitmusic,1,4712,2025-07-21,1079,17.98,false,1170,7,2012,summer
eAzClkn3zYw,1206382,30919,767,N,Ezra Collective,1,939,2025-07-21,971,16.18,false,45300,11,2022,autumn
NNodeNnXWy0,1377532,60736,2222,H,FKA twigs,1,1092,2025-07-21,959,15.98,false,851000,6,2022,summer
PwV1-wZzT1Y,3783040,79635,1990,H,FKJ,1,1065,2025-07-21,1057,17.62,false,2560000,7,2022,summer
M4iukkBmDGg,84102,4161,169,H,Fabiano do Nascimento,1,1800,2025-07-21,986,16.43,false,3970,7,2020,summer
1yJjALda0X4,420976,16347,842,N,Fabiola Méndez,1,249,2025-07-21,942,15.7,true,3350,9,2024,autumn
2mHFjJszcpU,932274,16391,601,N,Fanfare Ciocarlia,1,4140,2025-07-21,989,16.48,false,20600,2,2014,winter
9xEviApg1HY,108646,1588,55,N,Fanfarlo,1,5644,2025-07-21,875,14.58,false,1,12,2009,winter
ymYjwsFz8iM,3121192,44480,1091,N,Fantastic Negrito,1,3742,2025-07-21,945,15.75,false,76000,3,2015,spring
xNm2JuN2WLQ,921401,15648,911,N,Farruko,1,966,2025-07-21,925,15.42,true,20200000,10,2022,autumn
tJKwzmJSpN8,1117067,23862,1611,H,Fat Joe,1,1466,2025-07-21,919,15.32,false,1590000,6,2021,summer
Z64OB3NiXFQ,92716,2754,99,N,Father Figures,1,4421,2025-07-21,1183,19.72,false,182,4,2013,spring
zxfFYV4Lfek,670892,20488,763,H,Fatoumata Diawara,1,1219,2025-07-21,1120,18.67,true,176000,2,2022,winter
1ul9aWg0AQo,2074730,94207,2884,N,Faye Webster,1,126,2025-07-21,1188,19.8,false,208000,1,2025,winter
1lc8mAiOUPA,77587,3298,41,N,Federico Aubele,1,4064,2025-07-21,659,10.98,false,3100,4,2014,spring
UJMhvIlADYc,7498044,88001,2343,H,Feid,1,1141,2025-07-21,937,15.62,true,6940000,4,2022,spring
kIBTww3U30M,695231,17550,987,N,Feist,1,317,2025-07-21,1240,20.67,false,123000,7,2024,summer
NjwA9i_o3pU,606518,15369,726,H,Fireboy DML,1,1191,2025-07-21,655,10.92,false,1940000,3,2022,spring
Jtx7q7_IUXc,483610,6171,248,N,First Aid Kit,1,4813,2025-07-21,694,11.57,false,3e+05,4,2012,spring
gOMRNSmwa3U,325071,4120,274,N,Flaco Jimenez,1,4589,2025-07-21,631,10.52,false,9130,11,2012,autumn
qV3QhRG3KwY,94968,921,75,N,Flasher,1,2496,2025-07-21,636,10.6,false,1600,8,2018,summer
riz2_MQoF1Q,1213752,46769,2621,H,Flatbush Zombies,1,1758,2025-07-21,1068,17.8,false,924000,8,2020,summer
Ko5yZHAiKTU,678118,16080,719,H,Fleet Foxes,1,1550,2025-07-21,952,15.87,false,115000,3,2021,spring
HSzoKlaD9Gs,1152801,68085,2972,N,Flo Milli,1,345,2025-07-21,1002,16.7,false,739000,6,2024,summer
pF2ga0O2dN4,174309,3420,236,H,Flock of Dimes,1,1396,2025-07-21,991,16.52,false,3380,8,2021,summer
EkPrXL-H5Qc,6790665,104710,2494,N,Florence + the Machine,1,2419,2025-07-21,842,14.03,false,2320000,10,2018,autumn
WbyyxIZ02Zs,1301642,35770,1189,N,Florist,1,3325,2025-07-21,632,10.53,false,4780,4,2016,spring
2qW2139LKN0,1652839,28389,1740,H,Fogerty's Factory - John Fogerty + Family,1,1869,2025-07-21,894,14.9,false,729000,4,2020,spring
mgMwGBtt4rE,1086801,24506,667,H,Fontaines D.C.,1,1116,2025-07-21,1083,18.05,false,201000,5,2022,spring
kMnDHUKGMWs,4815407,50622,1782,N,Foster The People,1,5015,2025-07-21,638,10.63,false,3410000,9,2011,autumn
nIO1tXMnt4E,397169,4401,413,N,Fountains Of Wayne,1,4992,2025-07-21,870,14.5,false,123000,10,2011,autumn
Q7D61-XF3x4,357541,12348,515,N,Fousheé,1,842,2025-07-21,1031,17.18,false,241000,2,2023,winter
Jo3XEdt1Yhs,324638,5625,356,N,Foxing,1,2178,2025-07-21,740,12.33,false,8430,6,2019,summer
X_BzysUbsYw,198241,2380,302,N,Fragile Rock,1,2873,2025-07-21,755,12.58,false,101,7,2017,summer
NPlZQ5L8yUY,65402,1175,119,N,Frances Cone,1,2821,2025-07-21,751,12.52,false,1290,9,2017,autumn
kjXNLLlbnRc,268321,4769,206,N,Frances Quinlan,1,1843,2025-07-21,910,15.17,false,1090,5,2020,spring
4-v1CKP4khE,138960,2063,120,N,Frank Fairfield,1,3658,2025-07-21,874,14.57,false,1,6,2015,summer
nF3U_t3yjic,581534,7260,299,N,Frank Turner,1,4346,2025-07-21,964,16.07,false,115000,7,2013,summer
2M9JPJhu3XA,91999,2553,108,S,Frazey Ford,1,1769,2025-07-21,1199,19.98,false,2280000,8,2020,summer
4iQmPv_dTI0,13201630,252851,9284,N,Fred again..,1,788,2025-07-21,1605,26.75,false,801000,4,2023,spring
1alXHOMDBN4,6719973,149336,5574,N,Freddie Gibbs And Madlib,1,2002,2025-07-21,757,12.62,false,501000,12,2019,winter
ycyazyUe9lA,25507,208,10,N,Fredrik,1,5511,2025-07-21,718,11.97,false,128,5,2010,spring
Q5kvsLnHJDY,148745,4368,224,N,From The Top,1,2535,2025-07-21,1161,19.35,false,33200,6,2018,summer
sLFDCyqqBsQ,47801,1691,106,H,From The Top,2,1437,2025-07-21,1004,16.73,false,187,6,2021,summer
KY-27OC0B_0,133851,4501,221,N,From The Top,3,142,2025-07-21,1162,19.37,false,33200,1,2025,winter
qMMO4xhe-xA,1043703,23535,952,N,Frédéric Yonnet With Special Guest Dave Chappelle,1,2517,2025-07-21,1004,16.73,false,2090000,7,2018,summer
rGyQHyDMZZI,19839007,401359,14186,S,Fujii Kaze,1,420,2025-07-21,1763,29.38,true,4760000,4,2024,spring
7IgdpEjO_X8,253873,4473,324,S,Future Islands,1,1720,2025-07-21,833,13.88,false,116000,9,2020,autumn
A8fbjYgGouM,563861,10641,671,H,Future Islands,2,1593,2025-07-21,1115,18.58,false,116000,1,2021,winter
dh3MiwuLntA,7005223,161604,4224,H,GIVĒON,1,1578,2025-07-21,864,14.4,false,3280000,2,2021,winter
6CNFF0Ql0ME,1482104,33418,2081,N,GWAR,1,690,2025-07-21,1203,20.05,false,82200,7,2023,summer
Eqme6GKr57U,2617132,49317,3282,N,GZA & The Soul Rebels,1,2585,2025-07-21,764,12.73,false,141500,5,2018,spring
oEFqsWkkxvo,183873,5734,166,N,Gabriel Garzón-Montano,1,2926,2025-07-21,674,11.23,false,15000,6,2017,summer
bMN99gLK424,94359,5087,141,H,Gabriel Garzón-Montano,2,1599,2025-07-21,861,14.35,false,15000,1,2021,winter
AwCd9yxgtwc,47952,1654,55,S,Gabriel Kahane,1,1678,2025-07-21,844,14.07,false,755,11,2020,autumn
sIdRsY5HJGw,480553,7230,341,N,Gaby Moreno,1,5037,2025-07-21,757,12.62,false,138000,8,2011,summer
n6oSeODGmoQ,4172897,148037,8070,N,Gaelynn Lea,1,3374,2025-07-21,1380,23,false,19400,3,2016,spring
BGpmIANN5Lg,1259244,27889,1002,N,Gallant,1,3042,2025-07-21,736,12.27,false,247000,2,2017,winter
hdMcKy93AZk,111292,2733,157,N,Gary Bartz,1,382,2025-07-21,989,16.48,false,1080,5,2024,spring
fXjfvEcAV6w,895936,17160,554,N,Gary Burton,1,4225,2025-07-21,1069,17.82,false,2430,11,2013,autumn
SjFo6l4c-oc,4553210,69872,1793,N,Gary Clark Jr.,1,2236,2025-07-21,920,15.33,false,345000,4,2019,spring
0HK1KhJgUs4,36389,671,37,N,Gem Club,1,4909,2025-07-21,705,11.75,false,3510,12,2011,winter
EZ4Hum70sTk,1151282,18065,687,N,Genevieve,1,3657,2025-07-21,893,14.88,false,2870,6,2015,summer
IxAcW7zgAD4,2570708,45216,2694,N,George Clinton & The P-Funk All Stars,1,2683,2025-07-21,792,13.2,false,110000,1,2018,winter
0b6gSb8ZKX4,149319,3704,249,N,George Li,1,2464,2025-07-21,915,15.25,false,29900,9,2018,autumn
8Otlu-H_5to,194335,5327,372,N,Georgia Anne Muldrow,1,2243,2025-07-21,972,16.2,false,5280,4,2019,spring
sRZi4QQEGBI,1415617,18717,705,N,Gina Chavez,1,3545,2025-07-21,1007,16.78,false,3710,9,2015,autumn
je2HSRcRruI,387520,4405,316,N,Girl In A Coma,1,4870,2025-07-21,750,12.5,false,6700,2,2012,winter
aQcXSoamCVA,552240,15887,549,N,Girl Ultra,1,989,2025-07-21,1080,18,true,47800,9,2022,autumn
VNM8Tg9pvDU,467730,8846,694,N,Girlpool,1,3619,2025-07-21,608,10.13,false,4970,7,2015,summer
uNA3v08ygu8,168187,1465,181,N,Givers,1,5062,2025-07-21,853,14.22,false,2480,7,2011,summer
IFlMFVwgIQI,397971,4973,225,N,Glen Hansard,1,4736,2025-07-21,1316,21.93,false,70000,6,2012,summer
uPXk1ElmzGs,96471,987,61,N,Glenn Jones,1,4883,2025-07-21,925,15.42,false,135000,1,2012,winter
47XlUL6sRow,1924701,39973,1324,N,GoGo Penguin,1,2450,2025-07-21,1085,18.08,false,78000,9,2018,autumn
IJGh50t6crw,559024,14298,585,S,Gogol Bordello,1,1797,2025-07-21,1384,23.07,false,99200,7,2020,summer
B76B_akQJuM,2275906,43542,2086,N,GoldLink,1,2545,2025-07-21,811,13.52,false,605000,6,2018,summer
yVoa4sxIqGs,145572,2260,360,N,Golden Dawn Arkestra,1,2526,2025-07-21,938,15.63,false,2270,7,2018,summer
Oon_lSONbB0,155225,2375,169,N,Gordi,1,2580,2025-07-21,1012,16.87,false,5710,5,2018,spring
SBziTI8VfAQ,1810301,46576,2569,N,Grace VanderWaal,1,2550,2025-07-21,817,13.62,false,3430000,6,2018,summer
sNAil6VlchE,81652,2272,82,N,Gracie and Rachel,1,2767,2025-07-21,755,12.58,false,2240,11,2017,autumn
6_tzgvTDNds,53852,1780,156,H,Gracie and Rachel,2,1691,2025-07-21,1062,17.7,false,2260,10,2020,autumn
GTXqKSMv8Lc,856719,8977,487,N,Graham Nash,1,3371,2025-07-21,965,16.08,false,14500,3,2016,spring
DEr_si0Aqdk,134877,3152,54,N,Great Lake Swimmers,1,5842,2025-07-21,831,13.85,false,9580,6,2009,summer
O0sUBp7ps8k,225174,5799,301,N,Gregorio Uribe,1,672,2025-07-21,1119,18.65,true,5010,8,2023,summer
sNJUzwBNbxo,2899766,41760,1555,N,Gregory Porter,1,3245,2025-07-21,1046,17.43,false,298000,7,2016,summer
1jUVHWe09GQ,75769,2394,119,H,"GroundUP Music with Becca Stevens, Bokanté, Alina Engibaryan And More",1,1683,2025-07-21,1104,18.4,false,3500,10,2020,autumn
O7VbbXCvtTg,155574,4789,192,S,Grouplove,1,1685,2025-07-21,835,13.92,false,272000,10,2020,autumn
yi0PiY1i3XU,2149620,68787,3390,N,Grupo Frontera,1,43,2025-07-21,1205,20.08,true,4530000,4,2025,spring
2-1aLFQWOvs,95585,843,62,N,Guards,1,4336,2025-07-21,683,11.38,false,1550,7,2013,summer
wlFQjExxD4U,2002335,28505,2148,N,Gucci Mane,1,3091,2025-07-21,580,9.67,false,5830000,12,2016,winter
KqSYVWHAPQQ,189611,6217,360,N,Gypsy,1,45,2025-07-21,1179,19.65,false,1,4,2025,spring
fz7NoHyviUU,677014,15305,696,N,Gyptian,1,5258,2025-07-21,602,10.03,false,106000,1,2011,winter
hxxcEzM8r-4,32194598,357779,10898,N,H.E.R.,1,2367,2025-07-21,1132,18.87,false,8650000,12,2018,winter
4bFlkyWkhqA,53404,359,27,N,HMSTR,1,3817,2025-07-21,113,1.88,false,5880000,12,2014,winter
XKwDFDDr_VA,3622790,109270,2923,N,Hadestown,1,1824,2025-07-21,1584,26.4,false,38500,6,2020,summer
Svv3IX8exP8,1134680,25129,668,H,Haim,1,1815,2025-07-21,768,12.8,false,575000,6,2020,summer
SjsziZFxupM,740944,8245,297,N,Haley Bonar,1,3153,2025-07-21,642,10.7,false,1830,10,2016,autumn
Mub2i2BoHpM,1009886,26802,879,N,Haley Heynderickx,1,2492,2025-07-21,1042,17.37,false,17500,8,2018,summer
vGQrBz4YqzI,163742,3017,197,N,Half Waif,1,2394,2025-07-21,789,13.15,false,1690,11,2018,autumn
iPJlmxnjnOc,135641,911,56,N,Hamilton Leithauser,1,3973,2025-07-21,677,11.28,false,42900,7,2014,summer
VAb6wEdum0I,98999,2996,172,H,Hamilton Leithauser & Family,1,1811,2025-07-21,1139,18.98,false,14800,6,2020,summer
4RcKtr5bGa4,997771,26883,918,N,Hania Rani,1,494,2025-07-21,938,15.63,false,87300,1,2024,winter
rb4tXqPI7NU,523676,9842,642,N,Hanson,1,2783,2025-07-21,856,14.27,false,717000,10,2017,autumn
i0F-z13-vHQ,156249,1731,114,N,Hanson,2,2724,2025-07-21,801,13.35,false,717000,12,2017,winter
Y-8cvt3y-NM,245598,2253,159,N,Happyness,1,3563,2025-07-21,1178,19.63,false,2270,9,2015,autumn
0pzIzOgIGyg,159105,5879,176,N,Harold López-Nussa Trio,1,2363,2025-07-21,1005,16.75,false,5180,12,2018,winter
jIIuzB11dsA,32515356,600587,13528,N,Harry Styles,1,1901,2025-07-21,1154,19.23,false,1.5e+07,3,2020,spring
qVh79v4nICo,141566,1957,158,N,Hauschka,1,408,2025-07-21,993,16.55,false,15400,4,2024,spring
Xn5wfH_erZ0,277479,8261,425,N,Hayden Pedigo,1,571,2025-07-21,1217,20.28,false,4340,11,2023,autumn
ZknTE5DPlAA,2896350,88122,3534,H,Hayley Williams,1,1640,2025-07-21,609,10.15,false,456000,12,2020,winter
p0x3aKmEu7M,346213,6981,223,N,Helado Negro,1,2891,2025-07-21,894,14.9,false,20700,7,2017,summer
Ma9X4_PKctk,117783,1686,65,N,Hem,1,4267,2025-07-21,596,9.93,false,1140,9,2013,autumn
wTqCthvtL8k,5256600,112086,2294,N,Hermanos Gutiérrez,1,857,2025-07-21,999,16.65,false,96000,1,2023,winter
zvYuiJVkc5g,78230,749,31,N,Hey Marseilles,1,5345,2025-07-21,723,12.05,false,2330,10,2010,autumn
eCK1QnrTXvA,1168204,41744,2061,H,Hiatus Kaiyote,1,1402,2025-07-21,1134,18.9,false,209000,8,2021,summer
taEcgisSiNs,299095,2880,100,N,Highasakite,1,3966,2025-07-21,489,8.15,false,21200,7,2014,summer
cBNTDlI1-nQ,573931,8804,596,N,Hilary Hahn,1,4974,2025-07-21,674,11.23,false,265000,10,2011,autumn
pnISpahN2dM,2212559,88431,2883,N,Hiromi,1,637,2025-07-21,1408,23.47,false,112000,9,2023,autumn
A3fxj5CoyfU,43370,1980,103,H,Hit La Rosa,1,1601,2025-07-21,1015,16.92,false,3670,1,2021,winter
A8a2EosJIbM,9082107,183000,9673,N,Hobo Johnson and The Lovemakers,1,2452,2025-07-21,921,15.35,false,751000,9,2018,autumn
5q-cdf4170A,152929,2394,182,N,Holly Macve,1,2898,2025-07-21,986,16.43,false,5760,6,2017,summer
3h8Y3cZi66Y,172156,3711,110,N,Holly Williams,1,3980,2025-07-21,951,15.85,false,10100,7,2014,summer
iFGnkbZ3fLE,419588,5994,325,N,Hop Along,1,3637,2025-07-21,900,15,false,15800,6,2015,summer
RfkXW0Gm3eQ,375535,11630,618,H,Horace Andy,1,931,2025-07-21,841,14.02,false,12300,11,2022,autumn
QSDpSUB6YjA,207310,1460,74,N,Horse Feathers,1,5870,2025-07-21,730,12.17,false,1010,5,2009,spring
Z3LKrXt7570,38257,225,20,N,Hospital Ships,1,4937,2025-07-21,651,10.85,false,50,11,2011,autumn
L9Ug2jsFQII,63115,2418,65,N,Hospitality,1,4768,2025-07-21,601,10.02,false,330,5,2012,spring
pHWum1ptOxs,680863,16381,831,N,Hot Chip,1,403,2025-07-21,1174,19.57,false,79800,4,2024,spring
oLgZo6Qi3Uo,15001595,208497,3775,N,Hozier,1,4027,2025-07-21,911,15.18,false,4560000,5,2014,spring
T7di55eTFDE,302551,5214,353,N,Hurray For the Riff Raff,1,2671,2025-07-21,1124,18.73,false,20400,2,2018,winter
jaaQSxUOwC0,206250,5595,236,N,I Wayne,1,4923,2025-07-21,463,7.72,false,33700,12,2011,winter
7WNmrsbu-hc,870892,12490,566,N,I'm With Her,1,2620,2025-07-21,847,14.12,false,25800,4,2018,spring
o63dR6rEs70,277036,10776,551,H,IDK,1,1115,2025-07-21,895,14.92,false,226000,5,2022,spring
wMehItNQKAA,9896783,154427,8130,N,IDLES,1,2172,2025-07-21,786,13.1,false,244000,6,2019,summer
GeApLkyH8jg,1411630,36281,760,N,Ibeyi,1,2669,2025-07-21,1029,17.15,false,188000,2,2018,winter
YuwvUoD3Og8,111397,1043,63,N,Iestyn Davies,1,4036,2025-07-21,853,14.22,false,2630,5,2014,spring
5X4z95Fqvf4,132387,4608,223,N,Igmar Thomas' Revive Big Band,1,100,2025-07-21,1234,20.57,false,164,2,2025,winter
HSyJNWyRZ8Y,277072,7546,212,N,Igor Levit,1,2016,2025-07-21,1035,17.25,false,33800,11,2019,autumn
OXPfeg09IOE,285041,6844,405,N,Ill Camille,1,2562,2025-07-21,945,15.75,false,3910,6,2018,summer
WGH5zZLsixk,130060,3580,311,N,Illuminati Hotties,1,53,2025-07-21,1190,19.83,false,7870,4,2025,spring
aRgJlYnlJCM,359122,11253,306,H,Immanuel Wilkins,1,1584,2025-07-21,1263,21.05,false,4520,2,2021,winter
3QtklTXbKUQ,2201586,83420,2925,N,Imogen Heap,1,2170,2025-07-21,1144,19.07,false,451000,6,2019,summer
k0zSUBzIWhc,281311,7251,298,N,Indigo De Souza,1,632,2025-07-21,1369,22.82,false,17600,9,2023,autumn
vw-DLcZBfq0,391269,10988,815,N,Indigo Girls,1,850,2025-07-21,1351,22.52,false,67400,2,2023,winter
K5QcBZt_SgY,197726,3042,189,N,Indigo Sparke,1,1920,2025-07-21,1018,16.97,false,2280,3,2020,spring
sovwUwi5SFA,371714,4295,1381,N,Ingrid Andress,1,807,2025-07-21,930,15.5,false,126000,3,2023,spring
C2BxIBlJUAE,119867,2917,183,H,Insecure Takeover Part 2,1,1267,2025-07-21,763,12.72,false,647,12,2021,winter
KhpxH2QZ0-Q,149828,2015,55,N,Irene Diaz,1,3952,2025-07-21,901,15.02,false,5610,8,2014,summer
6nT911jkWEo,3579020,25994,1292,N,Iron And Wine,1,5250,2025-07-21,1069,17.82,false,88200,1,2011,winter
YKnifgh9dEQ,166692,2705,170,N,Irreversible Entanglements,1,466,2025-07-21,1627,27.12,false,1120,2,2024,winter
D9jEMdJGhs0,239741,7561,189,N,Isaiah J. Thompson Quartet,1,1010,2025-07-21,1172,19.53,false,788,8,2022,summer
QFGWCRXkWns,206892,7717,445,N,Isata Kanneh-Mason,1,150,2025-07-21,993,16.55,false,7260,1,2025,winter
CJvKxdcoHBE,171922,1703,71,N,Ivan And Alyosha,1,5233,2025-07-21,767,12.78,false,4850,2,2011,winter
vevgI9a18GQ,1247008,36957,940,N,Ivan Cornejo,1,253,2025-07-21,1320,22,true,1180000,9,2024,autumn
7EAM4pxxL4Y,2753270,99767,4894,N,Ivy Queen,1,604,2025-07-21,1497,24.95,true,1160000,10,2023,autumn
coMyNfnNBs4,1845057,19847,1388,H,J Balvin,1,1359,2025-07-21,921,15.35,true,34900000,9,2021,autumn
ubSZKWXyu04,502457,7309,577,N,J Mascis,1,3847,2025-07-21,839,13.98,false,11300,11,2014,autumn
LwDRLLPuOA4,630418,29303,2164,N,J Noa,1,623,2025-07-21,981,16.35,true,53700,9,2023,autumn
de3nUQIQIYY,92413,2790,161,H,J'Nai Bridges,1,1075,2025-07-21,1084,18.07,false,1860,6,2022,summer
0ME1pIEJjdM,233584,5393,269,N,J.S. Ondara,1,1953,2025-07-21,1169,19.48,false,24200,1,2020,winter
wEk0YlYEJAE,194170,7431,521,H,JAMBINAI,1,1428,2025-07-21,760,12.67,false,14900,7,2021,summer
PsMqTDxboJE,276028,2466,221,N,JEFF The Brotherhood,1,4923,2025-07-21,913,15.22,false,7000,12,2011,winter
gsaZRcL-OTQ,5303424,219898,5774,N,JID,1,1002,2025-07-21,1323,22.05,false,1230000,9,2022,autumn
vWQTzN_Nj1A,124570,3535,139,H,JLCO Septet with Wynton Marsalis,1,1585,2025-07-21,1153,19.22,false,198000,2,2021,winter
GNrerhak_pY,6053455,137636,5702,H,Jack Harlow,1,1556,2025-07-21,1115,18.58,false,3110000,3,2021,spring
AKK5FV6zPkY,394635,5870,272,H,"Jack Ingram, Miranda Lambert, Jon Randall",1,1446,2025-07-21,623,10.38,false,7150,6,2021,summer
Sy4msuC9GI8,114244,3051,245,S,Jackie Evancho,1,1706,2025-07-21,837,13.95,false,351000,10,2020,autumn
11HHue911Tg,3360269,25846,1797,N,Jackson Browne,1,3894,2025-07-21,1235,20.58,false,193000,10,2014,autumn
vPBirt1YhuM,7982787,204309,9049,N,Jacob Collier,1,2139,2025-07-21,1176,19.6,false,1980000,7,2019,summer
mJR6XSSKi-g,4509503,155151,6435,H,Jacob Collier,2,1793,2025-07-21,973,16.22,false,1990000,7,2020,summer
1OVXpy4Rws4,315008,6650,375,H,Jagged Little Pill,1,1324,2025-07-21,1127,18.78,false,23400,10,2021,autumn
uMPFEXq1eSU,188763,4250,158,N,Jake Blount,1,882,2025-07-21,1205,20.08,false,1030,1,2023,winter
jfHxncKnUuQ,786167,12106,552,N,Jake Bugg,1,4105,2025-07-21,744,12.4,false,522000,3,2014,spring
4CP2ur8IJxo,34168,1985,18,N,Jake Schepps' Expedition Quartet,1,4883,2025-07-21,827,13.78,false,113,1,2012,winter
SB6jTKPOjMY,307103,7199,244,H,Jake Xerxes Fussell,1,1228,2025-07-21,1033,17.22,false,9780,1,2022,winter
NC0-L6C-kmo,609504,5972,360,N,Jakob Dylan,1,5542,2025-07-21,794,13.23,false,670,4,2010,spring
sVskXNb2PIM,200606,5195,186,H,James Francies,1,1099,2025-07-21,1114,18.57,false,1990,6,2022,summer
F-u3SOPjN38,456827,6627,232,N,James Vincent McMorrow,1,5034,2025-07-21,940,15.67,false,111000,8,2011,summer
NbpRu-yzNfs,822438,21099,512,N,Jamila Woods,1,2678,2025-07-21,732,12.2,false,56500,2,2018,winter
1d24-TN19bQ,46756,1271,53,H,Jan Vogler And Alessio Bax,1,1633,2025-07-21,1259,20.98,false,2990,12,2020,winter
2yxU-_md2hE,79336,2042,80,N,Jane Bunnett and Maqueque,1,3251,2025-07-21,1333,22.22,false,550,7,2016,summer
xa0P41jRrUM,37248,314,36,N,Janet Feder,1,4701,2025-07-21,1033,17.22,false,190,7,2012,summer
tK4gaJwXw_4,1273354,30142,540,S,Japanese Breakfast,1,2774,2025-07-21,669,11.15,false,147000,11,2017,autumn
djUh1eHdepE,3943653,32998,1750,N,Jason Isbell,1,2830,2025-07-21,1206,20.1,false,116000,9,2017,autumn
dJm_RW8Rm10,352701,6857,415,H,Jason Isbell and Amanda Shires,1,1710,2025-07-21,1015,16.92,false,33400,9,2020,autumn
