id,viewCount,likeCount,favoriteCount,commentCount
_NIFz8wRvMs,1030847,32944,0,1880
bScwXhbY5VM,39508,1074,0,105
63tpfbrO_Nk,21080,350,0,13
285MHYpXe7o,40849,1283,0,57
_RT5tZtCAD0,230286,5029,0,285
jstlfPIXK6A,41966,1764,0,77
KS9jhfLWlHI,45966,1167,0,95
4ORnkWCeplg,3952710,68938,0,2876
it8oMv9gpmw,81281,2722,0,132
OS48Lp34Zic,3361426,71230,0,1719
N-t-LM7icEU,51702,1473,0,34
kOuy-8crzV0,29757,515,0,20
1TC9aLMYbbM,24356,485,0,16
eyFltx0HQfA,74340,1259,0,31
-YO2XdLBnk8,151816,2721,0,71
RihHBYf69H8,19375,277,0,8
xSuPEM9uqH0,22944,1795,0,10
OcHWD1wHwFY,30809,2499,0,9
h7TflcAgs7U,54092,618,0,18
iUiL_4X6SKQ,419177,13499,0,418
vwZ-4gN63_A,199107,5556,0,129
JUq5xjlh2us,30847,1017,0,23
Ouqjh0VMfbI,23749,908,0,8
UxwJOdVmcfw,25114,3577,0,10
fhFwBmSxsKI,94309,5603,0,120
sQb40EBrRvE,15304,347,0,15
P98C9_Dft68,12544,136,0,5
YnLOV0UkLCY,16665,349,0,17
UuuVcmqOYe8,21116,398,0,21
UeNUsg9vzTE,20396,438,0,7
UPQsEoYHekg,125325,2270,0,133
vGQrBz4YqzI,163742,3017,0,197
C3z7edMwGao,238461,4311,0,290
f_dSlxgD2Fo,273873,6585,0,314
tCrLnfwX088,4974053,145878,0,5211
KfDY0eodPMU,234229,3166,0,262
VERVVrzLSuo,450065,9092,0,394
UlAa0dc-E4w,1218346,28161,0,1125
qOxCOMtJbC8,602321,14307,0,637
EkPrXL-H5Qc,6790665,104710,0,2494
O70s9aV_9_Q,4004188,61765,0,2315
BdmgKq4Mw48,3368597,52287,0,1911
6m0lk3M3_Ts,2103337,49463,0,1703
LTzmjU8aOR4,3821485,93784,0,3139
NkmGue2WQyg,415973,10953,0,500
ZLqXimltxsg,104332,1512,0,176
9dc9kbRlwB8,364258,7788,0,362
m_bOjWb0KeI,1148588,23958,0,1639
47XlUL6sRow,1924701,39973,0,1324
A8a2EosJIbM,9082107,183000,0,9673
-RnRAtMwOEY,203228,6753,0,318
l5OBuqmErPI,170028,3103,0,572
0b6gSb8ZKX4,149319,3704,0,249
Y-9ZQCS3Pb0,2739525,51010,0,3101
0Oob3oFJ0Ec,1673254,25650,0,1376
JYGmDy7o2H0,5020947,59603,0,2223
qZkGpj2w0XE,224945,4397,0,473
3uiUHvET_jg,3289508,88823,0,2277
4cfmEgpOOZk,21485646,390798,0,16036
IDksWTzZQ2c,3244846,70838,0,3244
S_noXwzjavs,295740,9087,0,610
Mub2i2BoHpM,1009886,26802,0,879
Vb2tTO_gRXs,13168,239,0,14
QrR_gm6RqCo,133610620,1456165,0,74165
4kPRyzb9Z44,469942,6429,0,306
qV3QhRG3KwY,94968,921,0,75
NoPz80SCCg0,1534443,39813,0,1538
38AYaRYfLqQ,208055,3999,0,294
HwD03VXHTlw,10557,164,0,10
TpO_8tk6yNQ,1340695,26729,0,573
1PYNStp9jY0,421898,9642,0,474
ivR988qCPik,1457702,36432,0,2673
vOzYd1ehERo,22242,698,0,23
4Majbw74o1I,257757,6115,0,257
qMMO4xhe-xA,1043703,23535,0,952
SZxnLj2cSzY,2303110,46997,0,1745
yVoa4sxIqGs,145572,2260,0,360
iU0_cYjm8HE,6034499,121174,0,8165
ieoiAeL-uow,6080047,62985,0,3942
Q5kvsLnHJDY,148745,4368,0,224
86LSRQUrCjw,150338,3022,0,217
Y1Kv_sFZHqI,189234,5296,0,325
19dIwTQk0GU,9145106,150625,0,2901
B76B_akQJuM,2275906,43542,0,2086
9C55DOhatXc,164799,3918,0,156
yXrlhebkpIQ,42841049,482310,0,8849
SBziTI8VfAQ,1810301,46576,0,2569
RJ6sEnl-3kg,139027,5049,0,369
PBKa-AAy_vo,32107157,439760,0,10524
IUMTaAQ43lY,26855823,286863,0,6995
592crJUBgGc,1519049,35420,0,1272
9QT_A0HHjUA,174426,4060,0,209
OXPfeg09IOE,285041,6844,0,405
aWjihS2LHLs,20095597,170465,0,4533
sWlclUJhJx8,345990,6023,0,229
vWLJeqLPfSU,18616623,263131,0,11366
rW0o-tXJXW0,98288,1250,0,142
BfNlkqX7hlc,214666,3552,0,171
42MiCMJ6DJU,554127,14400,0,483
Oon_lSONbB0,155225,2375,0,169
I8sHrD48zPU,196123,3070,0,139
Eqme6GKr57U,2617132,49317,0,3282
DDu4jk2_R_k,221335,5912,0,217
Q6s_ZL8b3GE,728024,15427,0,468
2K49QKVR0p0,4196217,88620,0,4181
9UmWZEZakXQ,133833,2418,0,90
2IYeAET86pc,32094,665,0,44
cniD94MqoCg,1029567,12379,0,664
05EW61wUoLU,909581,15456,0,1158
CHMZW9kLpg0,1105901,21271,0,1303
3cyOCFBVWpA,19233,278,0,20
qn6rgisZm1M,5054810,81190,0,2229
lkDYKk9k-2E,8306470,61225,0,1749
9-0f3bKQyAw,64037,718,0,59
YkkKUARRpeU,3607245,45403,0,1243
zv0JuttTu5s,31496,374,0,53
xkBeytzAHy0,779838,12000,0,440
nXdC5D2PqoU,185645,3586,0,169
FFEU_MNSFZY,76487,792,0,47
3CxvB0d5VF0,1362342,26826,0,1845
7WNmrsbu-hc,870892,12490,0,566
yng5CTT8Ogk,3313114,44594,0,1553
uQAQg7F89DY,56721,1022,0,138
CNr2SSINbY8,25858,432,0,18
sbe4AjPAiOk,58046,1692,0,65
hrAILI4-25M,193926,5169,0,236
1gxm_5cShUw,479913,11056,0,533
G7L5cLqdRwE,306704,13430,0,251
x9qEmmPSHs8,202866,5712,0,265
cIhPnCXTgII,55949,989,0,36
DWtkS8iR5Po,13446,327,0,11
Z5ak3A_GiH8,17324,513,0,13
8v2KJADPJ0Y,12679,434,0,16
UEW3Mgzj_B8,17277,348,0,14
dkFbPJq4BI0,19138,488,0,18
sOg7mAkrKJw,3562060,41274,0,2375
kWg2nMJkO5Y,118904,1705,0,151
YI2zmQgPbBU,17632,457,0,21
Y2N9R9CDEZk,298698,6142,0,259
_8xj2qp6yls,1613747,41699,0,2361
36FNJiP8GWk,260047,4793,0,400
rqXfvgNBS6A,34176,2610,0,17
x9mmATqxSjQ,38407,605,0,18
kJsrgi-8arw,26897,1020,0,11
CghK8iVUHBs,2740882,87171,0,4556
kDRd0CEneOU,127014,1941,0,148
ZPuU39-PYjQ,122327,2689,0,97
y5p8Bmv0NSQ,5046471,68907,0,3768
p8Uw1cl4xjg,5604104,98274,0,5373
W8SnRPbiGH8,262481,10504,0,885
N83D8KUeCqs,1525376,22797,0,940
Ab8YnmHB6tE,244739,4449,0,264
5KmvqS56jSU,219937,5422,0,362
GeApLkyH8jg,1411630,36281,0,760
K2Pf41N5Rqo,299545,1359,0,98
T7di55eTFDE,302551,5214,0,353
haK0DUXIre0,1591570,25579,0,768
-ZOW4CvYAZ4,346290,8912,0,516
163cLGI6V-4,62791,2134,0,58
NbpRu-yzNfs,822438,21099,0,512
jKkb2q9EbSg,135816,3608,0,146
IxAcW7zgAD4,2570708,45216,0,2694
BfYJt1O8ZjY,1321222,24445,0,983
hcAKsXR51HQ,340959,6935,0,300
AzDZywUp-mQ,351562,7298,0,462
gUd7z9g8vGY,130378,2933,0,212
-T6b-obgmlc,97975,2004,0,93
W23gEiUwne0,563817,17747,0,791
XZdnq5tN5vI,1065378,21396,0,689
6uXG6bReqXY,143261,2219,0,149
BVnUddPsVRk,141673,3442,0,238
it3DnfTZIM0,217087,6307,0,327
hp3T9H05pV4,144364,1498,0,112
saHIBFPOALk,15738,175,0,10
XMafp_ykmVk,199886,3657,0,277
i0F-z13-vHQ,156249,1731,0,114
gqUWu0WNzJ8,908316,18301,0,646
wK233t4Z0lg,106562,1496,0,58
HcAxgErAkTw,4396955,144378,0,3812
XiROYerSoEo,262211,6714,0,428
mbfEe3URv0s,21025,798,0,13
FQrEmZeC04U,271533,4359,0,178
JQs5XagfheI,1677501,26274,0,1264
N1w-hDiJ4dM,39064233,822600,0,16178
LL_iUj-mQfg,3821419,83314,0,2597
BbP1AzDf7T0,78222,913,0,169
gwQiH8lmIeU,67567,2599,0,72
C4-0Q8W8Nb0,936706,31913,0,1208
-hLJNZSIwP8,2851817,62706,0,1238
JeRXCjZQAHM,44957,806,0,49
23kmzrsjmCU,1716231,46822,0,2538
oaSN_bHjyIw,2191292,40341,0,2031
I48camns7KY,297072,8386,0,337
-jVqp8SvZHE,128660,3460,0,232
l0MqlDbZ_as,8569417,171162,0,3871
u1gypcrPXJQ,95641,4051,0,114
kp-I1dEH3Uw,76436,683,0,80
T7xWl50pKyo,392038,6108,0,466
EhnLJwmEy_k,3412651,41406,0,1820
peYcNm3JTe8,1497078,32766,0,1170
sNAil6VlchE,81652,2272,0,82
eB4oFu4BtQ8,17708546,232278,0,7460
JODaYjDyjyQ,35402975,418101,0,12857
tK4gaJwXw_4,1273354,30142,0,540
4wQUv87URYU,132729,2799,0,242
GkUY-aVuNQo,159552,4635,0,356
zhVgbZdMdb0,11001304,185957,0,5795
rb4tXqPI7NU,523676,9842,0,642
1wFWR5qCB2k,1242736,24595,0,1257
WEzNvKpMyvg,107252,2620,0,163
_t-nRXwAL1k,11593591,219551,0,4378
8jubZRUcPjA,149127,3433,0,179
tFdebIZJah8,9065806,91401,0,2927
ZyHipL45pwM,4842036,74872,0,2702
3oY-GQVzAX8,2809570,31188,0,1217
QLRxO9AmNNo,8844389,145372,0,13954
21ix1OwPoY8,934694,18734,0,816
7PTzbz6layI,210047,9527,0,136
JpYCCcWlxNo,246387,7673,0,220
QCtkkX2f18M,1474090,26005,0,708
NPlZQ5L8yUY,65402,1175,0,119
h-_YEiac55s,1498319,29902,0,1160
djUh1eHdepE,3943653,32998,0,1750
Pvn20PjBa3k,5621839,110447,0,4220
9Oy3pyPxRo0,225023,6338,0,288
SqPtIkxSxI0,8554277,102988,0,2442
B-oxSercnbQ,661441,12048,0,1131
U6ToeaeuOQo,901872,16022,0,1046
Tid0nlwfvAI,514645,8297,0,383
kc2i9pwSSqE,513310,7148,0,283
ysGErZcZRGY,904218,19129,0,1008
riQLL65OMfQ,213090,2787,0,104
pXPfWDze11U,128327,1646,0,70
__T5lfnEv84,190217,2357,0,114
X_BzysUbsYw,198241,2380,0,302
OvW2a7mcVG0,668006,8451,0,300
0WyqHfJOj-I,2106337,40205,0,1143
6Gh4nOWMTVo,529790,4921,0,208
rDJeYMel81Y,371788,9785,0,449
-kWbZvVU-e0,12056921,181249,0,4524
p0x3aKmEu7M,346213,6981,0,223
NEUD2CkKn8o,286054,8141,0,215
5q-cdf4170A,152929,2394,0,182
OX-gMWH9qTQ,536430,9623,0,455
ILrIEKaC450,431964,8663,0,277
O7x79AtDKEw,567925,12744,0,690
-tWhPv2U6aQ,483277,10040,0,272
gvQ_9JDpAuU,657369,14258,0,430
gFIMU4vzi2Q,159575,3544,0,166
YG8wLT8SFiw,935991,14878,0,420
3co3LrB7luw,166794,1904,0,88
Gfnnk-mgR4w,19700,272,0,43
QpoX4_zZWuo,50806,1544,0,44
1leQwkEV-MU,9780,146,0,9
8Zpkw5oEnvo,116382,4362,0,145
oEFqsWkkxvo,183873,5734,0,166
f7-3kiK6F_Q,610886,12876,0,371
HdFP4P8ZkjA,121772,2915,0,183
d4f9X-SC_xk,64008,792,0,101
FdBwOOwcwTU,302155,13693,0,675
XgYT7zB3w5M,766746,10257,0,621
Uv51mMQ6jRs,30334,563,0,16
4X-362AhbRQ,60650,760,0,52
xNEhfztkCdc,775923,23430,0,816
3WocuIycshM,164678,5596,0,139
p9Hm6dCVxaw,12824,199,0,12
8zHdLF3-coA,6780993,83680,0,2087
smOZIefZmwY,330311,5159,0,248
gOwpqDhko3c,1120584,21533,0,719
3N7a7bDEqMo,82182,2833,0,86
JXfQmzCXQ14,19002,382,0,26
0SMTWfLCi8g,198449,3213,0,121
GVDJ8O3lPBA,25202130,391291,0,13900
jDmhJI-o_b8,5443,62,0,7
gfFo9Wj5Bqw,11343,3429,0,6
MYn38TUMFrI,20073,525,0,18
MWuXiZlIVqU,15697,368,0,11
C4ID0BCx7CM,15560,1365,0,7
1z0R3H0RNf0,4137,65,0,2
IEdTRuPC1XM,7494,683,0,3
ZkNOA20GoAc,28517,364,0,19
K58JYXhb4YA,5191252,143836,0,5823
pXtAhfQhEG4,205784,2903,0,149
57vvhrq2SNQ,287908,6380,0,613
fnIu25lXXY8,4178930,89472,0,2625
jLTe8Hdbz88,62190,2090,0,73
OF61pnLW2bs,8393,219,0,2
TrThP4B9OJ4,5618,591,0,6
7UpuSLDhXYY,62987,585,0,22
G0ALWG1ee-I,6172,57,0,4
nsEniAjwiGc,11093,191,0,5
JDFGPli-kRQ,37447,8032,0,34
XoUhx-Cx1VU,10317,818,0,5
w4EkwSaKrEI,11863,55,0,2
olF8VoDU3FM,6393,68,0,4
A6KJ3sYpUOg,5602,89,0,5
j2EYK0t9Oa0,24645,1003,0,32
g8uzAaK4ASs,30884,543,0,5
EpXAIk-BFuE,33029,831,0,75
3RTTkGAjn4M,66619,1129,0,54
hN24H_vW6T4,7302,395,0,7
2vT3u6_mWZQ,33789,1104,0,89
7pxxdB9_Ocw,8910,2394,0,1
GX7v26SxI3A,27416,256,0,9
W34P3_WQsBM,46154,610,0,39
fgOZK8YQc3w,40180,316,0,9
aAzqbVuK9eo,20943,305,0,19
6r22VkKg6Sk,18960,233,0,15
pRG0iC3xvWI,76598,857,0,40
ok5ysxpTBhE,7155,171,0,4
4oIlqiPX3Do,30669,1088,0,12
clAFxoWTKMw,45646,425,0,38
9DRc5T1sAAQ,11046,353,0,5
HDqrApcDDC4,25509,314,0,14
Y1rQqDIBRcM,8611,265,0,5
6A4e-Pm4bT8,120557,1943,0,78
3gbYHt20IV4,355231,7846,0,182
eKEqwJr4vnA,33534,1066,0,53
aB7DnTQdJaI,17347,397,0,12
QKzobTCIRDw,14806701,256727,0,12162
EQY1Yr_WWSE,297922,3581,0,141
ND3CSftO9w4,197821,4609,0,363
1jfblqENBBs,25630,840,0,35
dmIIlGIlkBQ,112615,1129,0,86
Agzv-FXS3Fo,181987,3195,0,275
lgmw41CY1Fo,2017657,48982,0,1573
RBDrpw6MIOU,24740,770,0,36
9fpdZM_M4jw,21860,2480,0,31
CRMdH0_DYY4,28721,892,0,30
zM1o4OQaIEc,732068,9027,0,552
0plnzlNBxnA,340803,6605,0,265
HXr3nrd33U0,1827749,32131,0,605
O5_IAndUG7g,831513,19922,0,611
MAqIrCjOxws,469405,12425,0,306
0MYcKEi8zZs,716253,10454,0,401
nsQj9pEO3u4,28551,616,0,17
u-syZXHPcJE,3851708,68269,0,2295
NwjN3UCBW14,3350399,51377,0,2060
4Nr7mq74gD0,142174,4237,0,98
BGpmIANN5Lg,1259244,27889,0,1002
e07bI5rz6FY,725818,29550,0,590
Ap4DtvUu7Bk,4133106,82193,0,2007
wuOJF8ecoY8,324528,4273,0,219
hU3P6dlNaB4,765857,20158,0,479
oIbFjfH0erI,352105,6629,0,230
Ea43VkCiyFo,1602625,52157,0,1302
zflhaAIgZtk,172202,3406,0,78
YJNi7aRwUzU,6981894,64832,0,2983
04Wyb8_GqMU,66417,1564,0,143
XQFbDCKiJwA,348539,10966,0,452
55QnOlXckOk,237487,3526,0,150
hJykCRucbBM,276446,4581,0,187
wlFQjExxD4U,2002335,28505,0,2148
daXGLo4aeFQ,232679,4253,0,189
-l65CPxS6oU,39666,296,0,13
fKVZEfxDvcM,420848,10673,0,523
weL8HTY1NJU,1993574,33044,0,1138
zkZTKJnqL_o,11374,109,0,4
yBJegOrwYR4,5235,292,0,2
vLJbYST-VhM,15342,2094,0,29
S9bLHMCnCAk,353709,3563,0,252
cUy9AbXzF2w,295200,6535,0,320
PnNTMsXiLbU,27773,1572,0,41
1djpZqRRA7U,1073138,14902,0,711
CXgO7xI7ElQ,81458,1052,0,49
7BXQ-WA7Yn4,139327,2440,0,79
usHWB9JqGr0,34388,650,0,15
wgDvMLAwZT8,16905,175,0,9
mBIAnpOrJB8,312311,5805,0,250
NIsUeV_zmA0,69956,806,0,40
C-_2tDdSX8I,31624,382,0,14
dyayZmg144o,60834,682,0,24
pn1vt1T1snA,56274,541,0,13
eXs09v4vzio,223873,5198,0,200
69QYjqkAIwI,90420,3107,0,52
TeDh-3IKwgc,1967699,25998,0,683
5wjYSjSHjoU,220951,3705,0,105
ZFokrwZ14K4,279724,5065,0,288
HBkOUANs_UU,20978,382,0,13
PuSJc4DXrRQ,21795,306,0,20
R0iEwrp6Clg,14232,189,0,8
U9QNnFOTM4M,4276,2357,0,3
Z6W6SJ2WlAo,23022,1347,0,6
ftwL8OUaQb8,14632,164,0,8
i0QYnchFhFo,18302,267,0,12
sQo7eAGd_yc,13175,248,0,19
saKchHCw2Nc,12875,186,0,20
tiI4GhJl3QY,9275,389,0,10
ewLgmWXQsqU,552666,5267,0,405
xIZR52eKgUA,274792,3582,0,149
oE9T-ubu45Y,118169,1191,0,58
oVVGZd2oH7Y,160138,2776,0,84
SjsziZFxupM,740944,8245,0,297
7gbVe62shAg,6081,2663,0,0
KDAHRm4Se9Q,10576,118,0,5
R9VbHJVt5mY,6021,3366,0,1
y0G49ruL7Ro,4985,166,0,2
0wR7CHEzk60,2341,29,0,3
KHLICzsmFys,6992,932,0,1
KDxIWXYnbdk,20072,1433,0,15
jds1jDKdtzA,9665,123,0,1
i0hgilO3_fA,7853,135,0,2
0jrS6aDF8AQ,6899,121,0,4
1EOM49ILzgk,302481,5041,0,126
Zvg1TxWp-pg,27944,455,0,28
2AChGszRGwI,4536094,76781,0,3221
vArST0dVOl4,166455,2946,0,127
qTJfITfbYNA,11754831,162959,0,4639
h--fvyPu5e4,2806521,46144,0,1543
eXfVIPqcF9I,289081,7705,0,419
Qj8yFyOojNo,58515,669,0,33
NsEQbJGZcbM,208875,3688,0,134
PfeixjFB-AM,84716,1778,0,26
vXUznxv0qF0,159349,3067,0,115
D0E5vMkDfOI,4519290,55238,0,1826
3q3z_KvLUNI,229853,3051,0,179
uxglzsJkBJg,1459628,21781,0,799
oUGukMLPQJs,151039,3268,0,158
ferZnZ0_rSM,116381983,1113722,0,26689
XnNCJI_LUhg,293626,4539,0,171
Q5XmnmEyaKQ,386948,3963,0,271
gSZzJu67EJc,108552,3952,0,88
AKOlC7TAQ80,558267,8182,0,276
1ZBx8vllUac,25436,514,0,15
6CdU4cdTsz8,11865,637,0,12
xnsQe-NawdI,20166,1219,0,9
Atzfe-JM1V4,29324,595,0,17
DNMhiMtNq2g,735525,9253,0,402
Dk-EDXUx48A,3944,5761,0,2
aUuG5c-GSQw,7249,148,0,5
zNaUv_XYFGg,35117,526,0,27
KLtNOY6DN-I,118323,3090,0,122
gGvveKqV3D8,78037,1316,0,67
l8QRdR07LOM,9807,89,0,3
ypVzrhGecFY,23816,377,0,13
KxB2dtzu0I8,121647,1588,0,104
Sd4nkj8gKwg,23391,2315,0,7
EqZJU1dnfvQ,1736,36,0,0
dKNAk1c8pWI,2856,43,0,1
gJ28rsK5Rdk,2189,1750,0,1
o6iweXqlwp8,5521,107,0,5
pTyRaL1uqCA,7038,106,0,5
8VmqKl2Brd8,4942,70,0,0
E67fifuQw8s,6036,179,0,1
FAHCNaZ5h9k,4896,203,0,1
PlHk6gW-HDs,2272,32,0,1
PtVCsya7rnI,3042,70,0,2
UTrYcjMOjeU,3874,1168,0,4
CmwIetPymmE,7055,109,0,5
X1AFKEAy1_0,18791,842,0,5
co_tKgBlG9Q,3656,56,0,2
lt21TbQOItY,3965,260,0,1
zGPrH0yJ9fM,4380,861,0,0
xLFeeOVrNlI,670597,13724,0,260
4KbPdFZ24F4,226721,4341,0,207
DouAiv06tMY,62619,739,0,152
sNJUzwBNbxo,2899766,41760,0,1555
ZHbkzeVym_0,81756,900,0,40
NGzdrEbEe5g,1292,1179,0,1
aglQn0cGk1w,1195,22,0,0
d3JUvkLs2w0,951,2806,0,0
5rJaDEylRIY,821,28,0,28
Mk2pGCexsL8,1489,2150,0,0
Z5kvDARSEPk,6469,178,0,9
M08UXUc5Bd8,2924,117,0,5
3gs-tXw1EqU,936,142,0,0
69Vu2vWBol0,3318,413,0,1
SsVDzGmhL_Q,13947,265,0,8
ZtVeQNY__jI,3615,738,0,1
QGENoSE5bb4,883,25,0,2
bF_2JCGSHk0,1261,151,0,2
slr4m3TrLoA,1561,75,0,1
xF8PNedI9ZA,873,29,0,1
nPlt8K7cApw,981,21,0,1
aQvifTKpbVE,4453,131,0,8
izHxebc4O30,834,28,0,2
bsFXj9dnVPQ,923,14,0,2
Oi__IilWh8U,901,15,0,1
c456ja2gHdU,877,21,0,1
2yxU-_md2hE,79336,2042,0,80
T3dkJZS3n9A,158317,2101,0,122
s9SC5ZMA1ns,7134,104,0,2
0q1BD5szpz8,161704,3932,0,174
bh8eV9yxehM,12782,503,0,4
glIdwZTOeCw,2922,81,0,5
q6eIjsOwo2s,7635,166,0,5
xioTLvQtnzU,28045,2882,0,20
6nT3xD95uRI,6034,105,0,2
8lg9jPwTTO4,1808,47,0,1
CvVA5nmNpRU,3731,541,0,3
DO27-RqMjC0,20027,239,0,4
LIvgCrPXML8,2339,44,0,1
Zv9mvQykVOM,15904,201,0,7
ddQA0BeP4pU,6609,1476,0,0
jv63prlpk8o,5987,103,0,5
m1yeuh8VIfs,3771,73,0,2
It1ElyMTBmo,5520,93,0,6
UJ30eyFmujg,7567,954,0,14
cwNSdlz3j40,14870,274,0,7
k8sGHwCN6Qs,7816,113,0,4
bWdZP2Qj6wA,5438832,84657,0,2284
LaCjgtH4zac,181633,2477,0,198
sKqnfdBfaEw,121015,1997,0,102
pfPvgAtgTNM,902216,23265,0,785
2BZSvAsmMXg,122014,1844,0,78
bmWBDs-5z3c,53033,1067,0,29
zWckUls1wVE,59010,1226,0,55
15IHNYq6stw,2580077,61574,0,1919
faGzVf9ySmY,126253,2160,0,96
syxhhSFNe-c,1059243,11419,0,530
P6H3jeut9jw,59428,958,0,36
QGAzPtwUJJU,5633354,73189,0,2072
tWWxWpfkzR0,144188,1212,0,67
snJ_lTsMKlM,145661,1518,0,86
s-vJEg8jzWs,8566,52,0,4
QcGs8rBynL0,995431,22769,0,813
YvKVs-q1oZU,186120,2489,0,195
tKTQAGYo5hE,288947,8147,0,277
KIg0Hk8oLTw,14123,140,0,18
NvHPuggkDpU,83426,1485,0,125
CEayGhxI0gk,602995,10226,0,448
wVpfyWhon3M,125071,2064,0,86
WbyyxIZ02Zs,1301642,35770,0,1189
9GLIZrSwFWk,2439752,30245,0,1756
Xpb8L4qlrYw,401348,5837,0,344
pVGCIH54W9g,159653,2445,0,163
00yQGeJ6AOM,2619394,60345,0,2393
uSgJbqaYS74,355522,6021,0,232
YjIvKvXjhas,164917,2679,0,144
TFLy8mwJWRU,134026,2156,0,107
SxAiVXKFVV4,114682,3952,0,95
2NrUTnrkTYQ,137246,3097,0,81
5la5HaFxtvI,159233,6092,0,108
82Kh3P0Mgpw,134195,5460,0,84
FWOxxoc1W-4,55904,2039,0,28
OkIm-vTLAiE,71050,2625,0,53
eTAPoAl7Q9Y,1248991,39134,0,559
m1BGBdehZ6Q,52644,3992,0,21
yzUfzFWl2FU,146673,6196,0,94
ltR3PVPV8Do,120521,4159,0,89
-qXKhAalBew,9115,586,0,8
4adENnOJa4Q,21300,384,0,20
P7poiEviTh8,7435,615,0,7
SUvpsocjAjg,6296,121,0,2
_Kh0MZKioq0,7042,2437,0,5
aKy7ssZhZz4,12827,259,0,16
m_t9eAm-Pp4,5469,120,0,3
hU_TxuhMh_o,12473,426,0,16
LNhwcZxDjvA,1058,14,0,1
YR71uygz3Fs,1603,405,0,1
4M9miQa22oA,3974,54,0,8
4KUETGfEHOg,7226,147,0,8
SqWYzZn0lJw,14085,391,0,13
JhPtRJHhJT8,477387,20716,0,339
MblwN8Zt5hg,43771,779,0,10
ji-EdRtL9qU,1708536,26387,0,2124
UaTONcmNotI,240553,3361,0,129
0QlksrDwpDc,94451,839,0,78
ccg78dWAPX8,25672,1226,0,22
HqQbSdSeGjo,6207,1480,0,8
AWsdLStGibU,4886,915,0,5
RSh5MXXQNjA,4281,66,0,4
4lVmw13PmsM,6884,120,0,3
MO4e4IDxdBI,4827,1814,0,2
zmFTCCq6xNc,150751,2941,0,114
74Nm1P1KKJk,3069,67,0,1
2I_I4oQlytY,7248,123,0,7
hAnVJeN7Fe0,2263,50,0,3
sl8IxcjhC5E,964,48,0,0
RmEVs6EGMwo,5586,2136,0,1
mMCPprbi404,87218,1240,0,35
rS-5W1F8NyY,8736,149,0,2
QXqxIbNg_Rg,11061,264,0,11
SvV910IPiUg,2351,60,0,0
Yo-tgAy-DZQ,141473,1626,0,87
itoZSfzi1H0,3923,126,0,3
jhEfjMhcmco,222994,2879,0,161
BqTO8ZoWiB4,4156,156,0,2
Br2ZJijlus0,9690,1609,0,10
lO6AI9Kklu8,12055,261,0,9
cJMvd3Kkl1o,31584,583,0,25
ufB066oZqFM,32339,1060,0,48
CKj5uQ5WcFs,4088,491,0,3
KO8zX8hByeY,4288,2646,0,1
M83lspDopAQ,16188,137,0,7
WhZtiT7FHPg,20264,861,0,16
_pn-WIju3EE,91839,517,0,26
lNPGFxhRR7I,10540,180,0,9
xjpI6zb3b5U,5978,4984,0,1
zCb7WjLLIzo,61334,2541,0,14
C3lcprigQ0E,18535708,203489,0,7849
PowyyDrZ21M,56802,839,0,19
vdl1entgDq4,38703,749,0,14
kyRrZGq7ES4,18970,282,0,9
ov_7h-G9v4Y,247529,4793,0,94
ygfOdgmo4H8,51870,629,0,24
m7E9GGhPCa8,66709,1086,0,35
chBVpGbgoSw,39617,481,0,11
0QYrdMqI8wI,67581,882,0,24
bXAOYGqHFIw,145086,2108,0,82
aNRJN3NYWp4,27482,494,0,5
pCDJv4WQ_bc,1263936,16212,0,668
ro-tGpyxn7M,130024,1955,0,83
MWYwQIMSDC0,12039,125,0,11
RRipadkd6wk,9142538,88688,0,4951
GTXqKSMv8Lc,856719,8977,0,487
n6oSeODGmoQ,4172897,148037,0,8070
FFt-C51n-CQ,27296,316,0,25
sqEhRf04g-Y,22990,507,0,16
u06JLlcBw6M,17340,1225,0,45
zxP6hsZpIA4,27800,448,0,11
1GERpV6cT6E,27450,470,0,29
mglN5Kk-XSs,8971,163,0,14
SIaw5Fr7res,3478,77,0,5
LbTxSRK_qJg,22412,444,0,17
ZKaKghCTdh0,55642,1074,0,40
5V_nqdv8YZc,11399,277,0,13
R_c_8z7w-0U,12589,665,0,6
OL-aRjjyQpo,683394,9648,0,868
tADWPTqR_4A,3930721,72920,0,2246
JGL-eQAAxGs,16201111,182611,0,4933
rbrvQMIDfiA,14607,285,0,20
WzM766qjsIY,32509,510,0,11
06_7JaXuvPM,12181,247,0,12
JXpJYtgCnJA,502530,6516,0,160
zSnJ6aaAwps,3775,74,0,0
dAoDMEe3Lz0,3595,76,0,5
6FT9IyQowIk,6250,151,0,4
_W179RGBTAc,5187,672,0,3
T6VJKLIEzVY,4819,63,0,2
xZSoPZ8qeJo,7168,81,0,2
7X5D17n2dqU,2123,42,0,1
FFQg69Tv6ow,2578,56,0,0
7bK8hmhfIrQ,1878,42,0,1
0lNh4lww-3c,3357,47,0,1
O1ywCm6DBE8,3014,79,0,1
g-KjUeqziRM,1397,38,0,0
4ctpqpshPgE,13150,1238,0,12
4n-c5VZOf7o,9156,975,0,9
VahfsFbNhHQ,12079,1524,0,4
Zxd-EZbbeew,7381,646,0,8
fsG3UQcwVHA,5547,946,0,4
gdRAcoD5Gt0,2677532,30447,0,985
rFtP7Xc_Fbo,7642337,193651,0,7192
Rue8yHTgKk0,6728,166,0,7
